x,y,label
-12.661908,-140.253250,1.000000
-47.904655,80.869057,2.000000
-47.904373,80.867973,2.000000
-108.509964,129.571136,2.000000
-97.987457,0.638642,3.000000
-49.381187,-75.062981,1.000000
-141.534348,24.835461,3.000000
-51.270248,10.694509,3.000000
-102.347137,-7.726314,3.000000
-42.903175,-112.602394,1.000000
-127.134193,-11.343241,3.000000
-53.616856,15.081848,3.000000
-6.018058,-85.090210,1.000000
