t-SNE 1,t-SNE 2,index,Labels
54.590054,9.546157,32720,0
51.613354,22.798689,32721,0
106.362404,-30.0844,32722,4
53.98015,26.656277,32723,0
62.090702,33.081947,32724,0
22.560123,-38.873802,32725,1
63.822254,2.4406505,32726,4
82.00421,122.19724,32727,0
82.00112,122.19326,32728,0
-23.64817,-41.604,32729,1
32.77126,-29.11808,32730,4
23.835062,-34.14558,32731,1
-19.91203,-41.71321,32732,1
69.51155,107.450775,32733,0
81.06825,-14.248477,32734,4
53.58311,17.262579,32735,0
54.106384,17.12236,32736,0
55.161552,18.611338,32737,0
87.63516,-53.819912,32738,4
62.140415,9.2018,32739,4
55.63846,9.404821,32740,0
89.88919,119.81159,32741,0
87.23581,64.118484,32742,0
97.20435,-10.3834505,32743,4
62.10115,9.264424,32744,4
-28.821142,-38.719784,32745,1
-21.622679,-81.40114,32746,1
54.014835,26.547083,32747,0
53.603405,16.898525,32748,0
55.162003,18.624287,32749,0
51.40546,11.456634,32750,0
51.405804,11.427488,32751,0
1.6200446,41.398914,32752,0
-2.143725,41.67623,32753,2
96.22332,55.730907,32754,0
5.564958,-6.577912,32755,1
-9.327877,54.80781,32756,2
53.30396,13.593045,32757,0
51.14928,-16.06624,32758,4
-1.8865657,-50.074337,32759,1
39.131886,111.06601,32760,0
39.13848,111.06706,32761,0
39.139694,111.07009,32762,0
-3.9783025,-19.53985,32763,1
29.122032,-19.096964,32764,4
24.196222,-48.32811,32765,1
96.763535,48.417107,32766,0
87.90287,63.165394,32767,0
51.12196,17.845589,32768,0
111.82899,-27.084259,32769,4
96.527855,54.481674,32770,0
96.63145,49.260788,32771,0
-15.934362,36.245815,32772,2
6.2683716,-5.7440577,32773,1
29.122032,-19.096964,32774,4
6.746491,-5.1430945,32775,1
69.7114,-15.736348,32776,4
96.38546,55.250156,32777,0
109.96147,17.503119,32778,4
3.0693512,-58.919834,32779,1
66.90461,-1.1124107,32780,4
96.43159,55.075897,32781,0
87.00796,-29.250763,32782,4
68.39762,-15.360032,32783,4
58.30314,-33.363842,32784,4
52.041008,-27.231392,32785,4
-32.344086,35.58954,32786,2
96.500694,50.98088,32787,0
49.567444,100.46482,32788,0
32.810028,-15.780654,32789,4
96.43159,55.075897,32790,0
155.03452,48.268234,32791,0
12.426512,-8.580627,32792,1
67.56599,3.2272897,32793,4
22.378798,144.32634,32794,0
-15.321241,-44.12213,32795,1
28.141844,-28.18313,32796,4
10.285081,-3.464237,32797,4
-44.821014,44.548546,32798,2
-28.821447,40.097157,32799,2
119.79713,-16.244837,32800,4
28.141275,-28.182493,32801,4
47.658466,4.6075807,32802,4
13.000131,-6.052776,32803,4
6.4188404,-5.556613,32804,1
10.284834,-3.4642346,32805,4
32.810028,-15.780654,32806,4
-42.55651,43.81562,32807,2
-66.19158,-45.466854,32808,3
81.59441,62.392906,32809,0
92.77962,-13.117169,32810,4
18.524462,-14.213021,32811,4
15.848565,-29.529488,32812,1
9.700186,-10.540567,32813,1
18.183126,-58.200108,32814,1
12.398666,-13.939961,32815,1
74.30375,72.69787,32816,0
65.406075,0.7475434,32817,4
-13.519623,29.405554,32818,2
-68.63978,44.140587,32819,2
14.698817,-11.095766,32820,4
29.515982,-12.432099,32821,4
9.897165,-30.397974,32822,1
-30.635096,33.658012,32823,2
10.524949,-71.05403,32824,1
91.1857,54.73719,32825,0
89.408,52.642227,32826,0
62.82283,0.3681267,32827,4
16.008297,-9.779376,32828,4
63.37302,0.94378865,32829,4
1.6820961,41.482483,32830,0
1.7373624,41.558548,32831,0
3.106922,-58.948193,32832,1
96.500694,50.98088,32833,0
2.1853845,-3.8044472,32834,1
6.143887,-5.899587,32835,1
82.00421,122.19724,32836,0
25.546967,-23.832222,32837,4
56.46417,32.66187,32838,0
47.379147,9.267471,32839,0
-15.811512,35.546326,32840,2
67.39633,1.1469783,32841,4
74.06363,75.927605,32842,0
-68.63978,44.140587,32843,2
28.141748,-28.183004,32844,4
53.959763,17.196556,32845,0
23.159695,-28.990839,32846,4
-15.595564,31.790306,32847,2
16.007887,-9.779494,32848,4
6.8848734,-4.9726353,32849,1
-15.7592535,33.305378,32850,2
83.19014,53.864693,32851,0
67.39648,1.1471494,32852,4
12.429905,-8.581474,32853,1
0.90156436,-3.4929621,32854,1
8.170295,-67.87741,32855,1
85.1884,120.94155,32856,0
16.007692,-9.779502,32857,4
-15.40653,31.344831,32858,2
25.829592,-15.335568,32859,4
32.810062,-15.780658,32860,4
-23.911026,-41.979813,32861,1
62.60313,9.1986685,32862,4
-18.670021,-41.807983,32863,1
101.60631,23.857292,32864,0
7.8240123,-3.968273,32865,1
-15.74383,34.40341,32866,2
65.48988,5.9924297,32867,4
56.46417,32.66187,32868,0
32.810028,-15.780654,32869,4
-14.862335,30.563171,32870,2
-44.108067,-36.04968,32871,3
67.39633,1.1469783,32872,4
25.54692,-23.832289,32873,4
65.40563,0.7473109,32874,4
67.39614,1.146992,32875,4
29.122679,-19.094109,32876,4
-15.743888,34.40577,32877,2
97.96602,44.009617,32878,0
65.210785,5.830941,32879,4
29.515604,-12.432257,32880,4
-34.290245,-31.844639,32881,1
22.163733,-38.666138,32882,1
19.181787,-94.17057,32883,1
18.122143,-100.18371,32884,1
19.183062,-94.15619,32885,1
16.302038,-102.49579,32886,1
18.815502,-95.760284,32887,1
-14.485574,-42.55259,32888,1
65.33253,5.8754334,32889,4
-50.116184,41.2576,32890,2
29.122679,-19.094109,32891,4
91.433334,-29.450224,32892,4
-12.704589,28.985575,32893,2
86.76465,63.914555,32894,0
97.27318,-10.186937,32895,4
-102.715126,43.10322,32896,3
66.61519,-1.0766971,32897,4
9.646854,-10.257136,32898,1
-14.59675,30.260363,32899,2
56.46461,32.662025,32900,0
12.729206,132.62524,32901,2
12.729206,132.62524,32902,2
12.729206,132.62524,32903,2
46.075085,46.542313,32904,0
38.66994,-58.117146,32905,4
-2.74565,-70.987495,32906,1
46.985504,41.22568,32907,0
45.759903,46.23402,32908,0
46.071095,46.54487,32909,0
46.64943,43.43721,32910,0
6.8848734,-4.9726353,32911,1
31.969496,-16.07748,32912,4
8.114241,-54.8792,32913,1
95.331215,51.66675,32914,0
25.475674,-9.740284,32915,4
96.47262,54.827625,32916,0
66.89676,-1.1514407,32917,4
115.91095,-6.994382,32918,4
-28.820963,-38.71969,32919,1
-21.622679,-81.40114,32920,1
-69.957924,47.22472,32921,2
96.64093,53.432297,32922,0
103.600174,34.502556,32923,0
19.057245,-26.393627,32924,1
12.999734,-6.0531044,32925,4
-42.55651,43.81562,32926,2
91.21641,57.801365,32927,0
54.452774,28.74704,32928,0
-14.2581625,-41.81626,32929,1
96.64185,53.0754,32930,0
61.554287,9.912476,32931,4
49.805683,73.120255,32932,0
-16.8622,38.333485,32933,2
74.232704,74.260155,32934,0
-50.200855,-63.9494,32935,1
25.474201,-9.740886,32936,4
46.429413,4.1124034,32937,4
66.4551,-11.002175,32938,4
-13.8507595,29.599403,32939,2
-71.101265,50.34549,32940,2
15.848565,-29.529488,32941,1
45.330837,3.7402523,32942,4
-60.509613,0.38314778,32943,3
-51.487972,-16.150879,32944,3
-37.30241,-21.279552,32945,3
-58.14003,-46.243446,32946,3
-66.85212,-46.90154,32947,3
-13.665177,10.151463,32948,2
95.74923,47.844166,32949,0
66.90396,-1.1123788,32950,4
54.601345,-7.2005363,32951,4
-34.290245,-31.844639,32952,1
-37.582977,-20.658102,32953,3
-34.290245,-31.844639,32954,1
27.891523,-74.83258,32955,1
23.922943,-34.15501,32956,1
95.98433,-18.839735,32957,4
100.42173,-71.737465,32958,4
83.80092,-67.70102,32959,4
22.77468,-34.038147,32960,1
8.137084,58.601425,32961,0
8.1366415,58.60284,32962,0
8.136077,58.60313,32963,0
72.18664,4.401705,32964,4
-23.42807,-40.360085,32965,1
-28.554401,-38.516468,32966,1
-21.66824,-81.29205,32967,1
52.834206,10.244051,32968,0
89.88893,119.81153,32969,0
62.82758,0.09138089,32970,4
-3.9946568,38.900543,32971,2
50.512978,60.527737,32972,0
95.50658,-20.474884,32973,4
0.16404863,-16.84604,32974,1
-43.036903,-66.99818,32975,1
5.932502,-26.419834,32976,1
5.67311,-33.932076,32977,1
-5.4395614,-24.16634,32978,1
116.082726,-58.996838,32979,4
-48.119987,-67.03601,32980,1
20.992392,35.20323,32981,0
62.580456,58.948765,32982,0
5.4206004,-34.25348,32983,1
-52.419514,-32.290348,32984,3
-43.036892,-66.99815,32985,1
75.25735,33.28168,32986,0
73.86394,29.302656,32987,0
-48.60632,43.395164,32988,2
-79.853485,47.062428,32989,2
-68.29025,-28.47015,32990,3
-10.102523,-4.442977,32991,1
0.449858,-75.56377,32992,1
4.2960887,-74.23696,32993,1
0.43751895,-75.592285,32994,1
9.21421,-76.18674,32995,1
2.2592108,-74.96711,32996,1
-51.841125,-63.103573,32997,1
71.29653,21.044727,32998,0
11.318055,-27.587246,32999,1
83.95339,20.719608,33000,0
-62.161556,-53.775352,33001,3
5.309478,-26.462181,33002,1
-76.57653,52.817432,33003,2
-9.224742,-5.040109,33004,1
0.032011144,-75.20791,33005,1
3.896347,-73.25734,33006,1
0.08228944,-75.28708,33007,1
8.47009,-75.87054,33008,1
2.0237782,-74.0219,33009,1
-43.03752,-66.99811,33010,1
9.897155,-30.398062,33011,1
27.756397,29.023148,33012,0
-49.28376,38.660984,33013,2
-41.36099,-54.72885,33014,1
56.52045,128.84103,33015,0
-54.150116,-30.28595,33016,3
-30.09468,-79.07547,33017,1
-30.419205,-84.63803,33018,1
-30.053593,-79.089455,33019,1
-27.478453,-88.222305,33020,1
-30.511211,-81.9261,33021,1
-81.81145,48.06595,33022,2
81.207985,36.084476,33023,0
58.142128,133.10689,33024,0
17.31803,-64.58563,33025,1
-6.411623,-98.84489,33026,1
29.616993,28.343668,33027,0
26.762184,31.139143,33028,0
73.888115,28.684475,33029,0
-31.492392,-85.89634,33030,1
9.897085,-30.397997,33031,1
5.706801,-33.945976,33032,1
-37.3566,-60.25872,33033,1
-76.57653,52.817432,33034,2
-5.43921,-24.164705,33035,1
5.4212933,-34.03887,33036,1
5.5728917,-33.92338,33037,1
-43.03715,-66.99909,33038,1
-44.67591,-62.870564,33039,1
-37.21633,-60.070103,33040,1
75.22078,-12.1466,33041,4
9.896732,-30.397673,33042,1
-58.59843,-54.245064,33043,3
56.52045,128.84103,33044,0
85.56921,19.521416,33045,0
79.42548,17.12396,33046,0
-43.037384,-66.998184,33047,1
82.89554,26.884766,33048,0
47.132103,120.12314,33049,0
76.72255,41.074165,33050,0
77.13446,40.638557,33051,0
73.726105,51.452957,33052,0
8.311171,-20.294518,33053,1
5.7608023,-33.97971,33054,1
78.257866,42.139893,33055,0
-44.108067,-36.04968,33056,3
-42.096687,37.535084,33057,2
-2.0410304,-21.246206,33058,1
47.132103,120.12314,33059,0
-52.424664,-44.120457,33060,3
58.140434,133.10298,33061,0
-37.117752,-61.25601,33062,1
-1.8250568,-20.999886,33063,1
5.829246,-34.079826,33064,1
10.989529,-52.669865,33065,1
-50.08662,40.093285,33066,2
9.897155,-30.398062,33067,1
49.227364,120.80347,33068,0
-52.18498,-68.117294,33069,1
5.8033743,-34.02887,33070,1
11.300344,-88.666084,33071,1
-79.853485,47.062428,33072,2
-49.28376,38.660984,33073,2
27.755873,29.023365,33074,0
7.333838,-50.09872,33075,1
49.84129,73.09716,33076,0
1.325224,-21.782578,33077,1
-87.15388,73.00617,33078,2
51.273575,121.743774,33079,0
31.775192,27.981316,33080,0
-15.304607,-15.061048,33081,1
-58.598022,-54.245033,33082,3
-1.0708348,-24.93804,33083,1
-11.08051,1.7635238,33084,3
13.202685,-77.81999,33085,1
6.942984,-26.083866,33086,1
-48.002926,-66.89571,33087,1
-67.4816,-27.402325,33088,3
-35.48543,-79.19614,33089,1
-37.803947,-83.745285,33090,1
-35.47292,-79.23554,33091,1
-40.943092,-89.76203,33092,1
-36.749134,-81.58344,33093,1
-42.976555,-67.060616,33094,1
25.570677,42.817745,33095,0
-43.037052,-66.99811,33096,1
-1.1098242,-24.982048,33097,1
25.303432,35.366085,33098,0
-11.085093,40.999718,33099,2
23.843819,31.414684,33100,0
-41.93718,-58.7621,33101,1
8.024806,-24.355726,33102,1
-52.366325,-33.348362,33103,3
-4.532937,-99.92461,33104,1
-12.262457,42.05526,33105,2
-87.154106,73.00574,33106,2
9.897088,-30.397823,33107,1
33.43917,46.454796,33108,0
-16.688549,45.641674,33109,2
75.338005,25.015902,33110,0
79.942566,22.74953,33111,0
79.41558,24.77853,33112,0
81.207985,36.084476,33113,0
-11.092257,44.227818,33114,2
25.980513,-63.363766,33115,1
23.359512,-65.7246,33116,1
25.587734,-63.663616,33117,1
25.291157,-63.917595,33118,1
-42.349884,-59.937824,33119,1
54.87327,124.777626,33120,0
-35.198414,-64.47114,33121,1
-34.290222,-31.844156,33122,1
34.247276,-44.34872,33123,4
54.873306,124.777596,33124,0
-12.726484,-114.69777,33125,1
30.044931,-130.65154,33126,1
19.608028,-123.47679,33127,1
28.15864,-148.50839,33128,1
29.476002,-139.29245,33129,1
-42.285915,-57.491882,33130,1
-34.561367,23.132036,33131,2
97.052315,-52.22613,33132,4
2.3053231,-29.032518,33133,1
81.47075,42.427044,33134,0
-4.5453253,-27.96817,33135,1
-16.658846,44.3594,33136,2
73.846405,28.83086,33137,0
0.9925793,-26.10098,33138,1
34.014683,-44.219704,33139,4
-43.03727,-66.999084,33140,1
5.405947,-26.504799,33141,1
-7.3157372,-5.0765486,33142,1
80.14791,22.037367,33143,0
-11.53623,-9.927821,33144,1
-2.6563475,-13.284978,33145,1
-51.43953,-29.75566,33146,3
-43.037537,-66.99783,33147,1
80.488556,28.647228,33148,0
25.518288,10.445034,33149,0
32.95185,60.993786,33150,0
102.20002,-3.2805076,33151,4
92.9231,105.92992,33152,0
115.30232,41.43251,33153,0
16.093256,23.705973,33154,0
95.73545,66.18357,33155,0
81.47315,113.63841,33156,0
45.59471,70.10217,33157,0
95.59754,68.553055,33158,0
115.51759,56.23817,33159,0
91.880104,74.04823,33160,0
139.83273,-6.1100273,33161,4
23.37702,7.1965704,33162,0
25.874022,6.962858,33163,0
21.463493,13.937222,33164,0
19.052073,20.797976,33165,0
-23.314852,82.55676,33166,2
29.78669,7.557024,33167,0
26.619532,6.985109,33168,0
96.86636,107.16487,33169,0
90.70172,107.78232,33170,0
112.48104,59.258606,33171,0
94.050896,74.18746,33172,0
95.74978,68.46977,33173,0
45.921364,125.51887,33174,0
118.08632,9.43352,33175,4
88.31033,110.95125,33176,0
94.31759,73.9322,33177,0
-12.8723,47.54528,33178,2
24.70031,12.902498,33179,0
36.04925,4.5775733,33180,0
37.434155,4.25436,33181,4
-12.8723,47.54528,33182,2
44.21749,71.23304,33183,0
21.46286,13.93714,33184,0
26.705942,11.547233,33185,0
41.18711,-68.02319,33186,4
27.217482,11.247199,33187,0
77.54213,40.85003,33188,0
-40.94427,-60.082355,33189,1
11.049424,-52.667236,33190,1
25.758549,-37.658543,33191,1
-8.892942,54.629745,33192,2
92.92238,105.9294,33193,0
-10.160217,-61.412033,33194,1
34.442444,-100.93804,33195,1
34.44759,-100.95509,33196,1
34.451378,-100.94238,33197,1
34.449986,-100.94874,33198,1
-46.09148,-13.022632,33199,3
-46.09148,-13.022632,33200,3
-10.572045,-61.06466,33201,1
35.644985,-100.16344,33202,1
35.843124,-100.01918,33203,1
35.690105,-100.139275,33204,1
35.72756,-100.12142,33205,1
-1.1173856,-61.889057,33206,1
39.76375,-97.54413,33207,1
39.754612,-97.54146,33208,1
39.76232,-97.542915,33209,1
39.762024,-97.54456,33210,1
-45.969517,-13.133141,33211,3
-59.72274,2.2437449,33212,3
-5.9130583,-64.60839,33213,1
-8.435554,-65.22615,33214,1
-8.441557,-65.227486,33215,1
2.9654758,-47.406,33216,1
-9.151498,-62.760685,33217,1
37.35472,-99.66763,33218,1
37.338425,-99.667274,33219,1
37.359623,-99.669586,33220,1
37.360355,-99.66367,33221,1
-7.4859056,-65.27469,33222,1
2.9468622,53.907536,33223,0
1.718627,51.65009,33224,2
1.6068915,51.221355,33225,2
13.653271,85.57943,33226,0
1.6492757,51.386578,33227,2
8.557547,91.59336,33228,2
96.86636,107.16487,33229,0
1.2367328,50.2567,33230,2
15.114166,82.19206,33231,0
1.6067315,51.22152,33232,2
1.6988562,51.056843,33233,2
1.3881706,52.529846,33234,2
103.59437,52.02409,33235,0
107.009995,56.376816,33236,0
-46.092102,-13.023112,33237,3
-5.9136777,-64.607994,33238,1
25.780605,-37.686886,33239,1
15.203042,-95.09149,33240,1
15.145993,-95.118965,33241,1
15.199133,-95.08518,33242,1
15.143218,-95.12558,33243,1
15.163408,-95.104095,33244,1
-9.131939,-62.7508,33245,1
37.353886,-99.66497,33246,1
37.339127,-99.668686,33247,1
37.359478,-99.666,33248,1
37.359756,-99.66092,33249,1
-13.424409,67.03848,33250,2
-13.424527,67.03886,33251,2
-13.216008,66.46375,33252,2
-13.215772,66.46333,33253,2
-13.215928,66.46253,33254,2
-13.216583,66.46384,33255,2
-15.909538,64.020836,33256,2
-15.909538,64.020836,33257,2
-13.216696,66.463554,33258,2
-13.215632,66.45869,33259,2
-13.216499,66.46298,33260,2
-13.215476,66.45831,33261,2
-13.217168,66.46397,33262,2
-13.216848,66.46401,33263,2
4.553343,88.49486,33264,2
3.705002,54.022106,33265,0
14.75013,81.35129,33266,0
13.002535,83.567345,33267,0
11.984706,84.25199,33268,0
37.91159,-6.3167586,33269,4
35.187595,-19.034613,33270,4
37.75691,-19.688694,33271,4
-2.0669076,53.12903,33272,2
38.775597,-15.243691,33273,4
3.5685616,54.98317,33274,0
105.724594,3.2106366,33275,4
11.331602,85.171555,33276,0
-1.6267221,53.16438,33277,2
-5.0050397,77.25894,33278,2
1.9451067,55.61773,33279,2
11.956896,84.65721,33280,0
57.18886,-45.47257,33281,4
6.9181695,90.746445,33282,2
-44.67755,-62.870007,33283,1
14.749659,81.34813,33284,0
36.07769,-10.633528,33285,4
45.027683,-45.775642,33286,4
40.116226,-49.211964,33287,4
43.46195,-47.15116,33288,4
42.800858,-47.708588,33289,4
3.788433,87.676674,33290,2
0.3068809,53.3805,33291,2
0.3032576,53.404697,33292,2
-4.739647,52.45977,33293,2
-12.791689,-114.705185,33294,1
29.980053,-130.6353,33295,1
19.552097,-123.43302,33296,1
28.089703,-148.50916,33297,1
29.406271,-139.29558,33298,1
-40.00278,-43.53904,33299,1
-23.389965,-107.70696,33300,1
-4.6404786,51.9884,33301,2
-4.6918936,52.22916,33302,2
61.955246,-18.186876,33303,4
3.204873,74.25945,33304,2
-6.1095953,52.307167,33305,2
34.2019,-20.370922,33306,4
1.6335335,51.41085,33307,2
51.434235,-36.30162,33308,4
45.871864,-34.935944,33309,4
45.85582,-34.983017,33310,4
45.82293,-34.87013,33311,4
11.956896,84.65721,33312,0
-1.816687,53.18032,33313,2
58.892956,-17.567726,33314,4
4.6139507,53.7462,33315,0
2.633067,52.805172,33316,0
38.74646,-15.299459,33317,4
-1.7390431,53.17139,33318,2
38.73204,-15.344475,33319,4
57.189285,-45.47203,33320,4
38.4797,-15.78354,33321,4
38.53815,-15.67436,33322,4
38.772762,-15.1624,33323,4
38.73715,-15.309763,33324,4
-1.7284057,53.15888,33325,2
38.71945,-15.354158,33326,4
57.188972,-45.472023,33327,4
38.47719,-15.784808,33328,4
38.534515,-15.677709,33329,4
38.76145,-15.169713,33330,4
3.7048209,54.02097,33331,0
11.914865,84.28224,33332,0
4.0729055,87.61185,33333,2
75.22123,28.797518,33334,0
34.41676,-20.931435,33335,4
14.294509,80.43273,33336,0
38.711926,-20.151413,33337,4
3.7997665,54.603092,33338,0
6.9412494,91.0778,33339,2
-4.716742,52.34636,33340,2
0.9887711,52.87277,33341,2
38.74701,-20.20971,33342,4
12.8652315,84.11234,33343,0
-4.6402636,51.98863,33344,2
-1.7759519,53.12961,33345,2
38.732365,-15.322501,33346,4
38.554394,-15.640615,33347,4
38.427937,-15.871253,33348,4
38.365234,-16.00666,33349,4
38.428543,-15.869003,33350,4
38.719364,-15.3395815,33351,4
36.059685,-10.609155,33352,4
45.04157,-45.784195,33353,4
40.11554,-49.224464,33354,4
43.47558,-47.16282,33355,4
42.808983,-47.723915,33356,4
6.9210086,90.81184,33357,2
3.2448504,54.41125,33358,0
35.521294,-11.379283,33359,4
35.98113,-10.495134,33360,4
45.10967,-45.83699,33361,4
40.116882,-49.290676,33362,4
43.548977,-47.21581,33363,4
42.854946,-47.789803,33364,4
4.221427,88.24422,33365,2
43.750546,-17.515083,33366,4
34.422623,-20.924757,33367,4
36.111343,-10.680957,33368,4
45.001663,-45.76012,33369,4
40.11652,-49.18565,33370,4
43.43382,-47.129543,33371,4
42.782215,-47.680782,33372,4
45.637074,-34.760796,33373,4
11.709936,82.666176,33374,0
40.07951,-10.086506,33375,4
43.20789,-50.9843,33376,4
43.06429,-50.999947,33377,4
43.183983,-50.986862,33378,4
43.158875,-50.990486,33379,4
-4.6126227,51.859917,33380,2
2.503407,100.51777,33381,2
-4.948836,54.58206,33382,2
-2.0862377,53.158516,33383,2
38.80061,-15.226424,33384,4
34.23144,-20.383512,33385,4
45.501575,-45.51041,33386,4
45.850033,-34.954033,33387,4
35.295803,-11.686257,33388,4
37.888676,-6.327807,33389,4
54.114407,37.841118,33390,0
35.18574,-19.034426,33391,4
46.323997,-34.556263,33392,4
54.29977,36.52662,33393,0
54.28314,36.330593,33394,0
50.243942,41.89302,33395,0
54.285446,36.628387,33396,0
54.161324,37.173065,33397,0
54.67093,36.699837,33398,0
54.299816,36.52645,33399,0
54.9922,37.024532,33400,0
-79.74311,-4.727602,33401,3
53.854504,37.94806,33402,0
54.114407,37.841118,33403,0
-37.23502,-149.91959,33404,1
-80.81329,-19.747082,33405,3
-80.964615,-19.907438,33406,3
38.66663,-19.82093,33407,4
8.527551,91.59629,33408,2
8.5276785,91.59657,33409,2
34.21721,-20.380732,33410,4
38.669582,-19.818594,33411,4
38.67886,-19.831049,33412,4
-4.666285,52.107162,33413,2
-2.0901296,53.16783,33414,2
38.80657,-15.222335,33415,4
3.6051695,53.76417,33416,0
40.252586,-9.155432,33417,4
3.851024,52.929634,33418,0
-4.6918936,52.22916,33419,2
11.666891,85.324036,33420,0
-6.1120853,52.312744,33421,2
40.051422,-10.187008,33422,4
6.949228,91.159874,33423,2
105.53758,57.64419,33424,0
4.6067653,53.572037,33425,0
34.20122,-20.371252,33426,4
2.6648383,53.492477,33427,0
-6.1120853,52.312744,33428,2
35.146828,-19.053036,33429,4
37.800396,-19.649542,33430,4
34.20262,-20.369148,33431,4
43.76235,-17.529167,33432,4
3.8709671,87.69365,33433,2
43.758984,-17.518415,33434,4
57.21904,-45.474903,33435,4
43.391388,-17.43329,33436,4
43.49694,-17.479488,33437,4
43.783314,-17.56174,33438,4
38.755455,-15.29111,33439,4
-1.7485691,53.177887,33440,2
38.73839,-15.334778,33441,4
57.18972,-45.471863,33442,4
38.481815,-15.783322,33443,4
38.5411,-15.672128,33444,4
38.779713,-15.156931,33445,4
-1.7196862,53.168545,33446,2
60.077152,52.586483,33447,0
112.19482,-39.925716,33448,4
122.44023,-34.504307,33449,4
115.44153,-44.350456,33450,4
120.30586,-40.598053,33451,4
11.621013,144.85751,33452,2
31.190603,42.531265,33453,0
58.24893,-66.96498,33454,4
58.316505,-63.017117,33455,4
26.397497,132.46739,33456,0
26.397154,132.46838,33457,0
31.321663,34.28187,33458,0
35.431316,51.1722,33459,0
68.93574,-48.29027,33460,4
32.963886,-48.173977,33461,4
51.330296,-50.079906,33462,4
51.761135,-50.689747,33463,4
69.92819,-72.61747,33464,4
107.90577,-63.327007,33465,4
92.36537,-93.92664,33466,4
107.51844,-99.4454,33467,4
90.874535,-118.2454,33468,4
105.42389,-111.79108,33469,4
27.179358,34.572166,33470,0
-92.6213,50.83348,33471,2
67.31692,-80.17228,33472,4
84.3013,-107.715096,33473,4
66.96625,-90.57146,33474,4
82.16344,-89.601944,33475,4
73.0853,-89.2397,33476,4
31.257957,43.624992,33477,0
31.951223,40.964703,33478,0
22.403463,133.3348,33479,0
33.478188,28.07334,33480,0
14.535258,140.68475,33481,2
29.615305,28.344072,33482,0
20.09723,46.947147,33483,0
65.50412,66.1227,33484,0
125.1647,-29.045332,33485,4
23.305157,32.18596,33486,0
33.601776,49.622612,33487,0
64.472305,-52.207912,33488,4
35.038555,29.73389,33489,0
115.20974,-57.983356,33490,4
28.587746,37.9907,33491,0
18.615349,127.61387,33492,0
6.69228,-26.217684,33493,1
-14.700442,-114.986404,33494,1
28.164185,-130.1362,33495,1
18.146147,-122.08304,33496,1
26.198792,-148.6582,33497,1
27.529455,-139.36581,33498,1
33.02616,50.14684,33499,0
64.76991,-52.79151,33500,4
26.396807,132.47835,33501,0
-7.5728326,45.404102,33502,2
58.245586,-66.96172,33503,4
-15.068304,-115.05802,33504,1
27.837154,-130.06113,33505,1
17.911316,-121.82801,33506,1
25.85864,-148.69057,33507,1
27.18994,-139.38205,33508,1
18.263021,136.36803,33509,0
34.958458,28.304913,33510,0
61.521755,59.296986,33511,0
31.908625,41.03552,33512,0
106.00555,-59.959034,33513,4
91.26154,-97.43882,33514,4
103.70584,-99.45191,33515,4
91.50124,-114.377075,33516,4
101.737595,-110.60271,33517,4
-11.137449,44.25235,33518,2
25.97406,-63.35442,33519,1
23.34998,-65.58947,33520,1
25.576471,-63.653385,33521,1
25.298046,-63.881695,33522,1
67.40603,90.06434,33523,0
58.140434,133.10298,33524,0
35.86166,50.97832,33525,0
68.45416,-47.68631,33526,4
25.426111,31.90121,33527,0
106.82854,-61.64377,33528,4
91.83067,-95.589005,33529,4
105.68681,-99.42586,33530,4
91.19533,-116.48816,33531,4
103.69922,-111.29325,33532,4
35.038555,29.73389,33533,0
-20.268656,-110.33549,33534,1
31.902807,40.997482,33535,0
58.15506,-64.13715,33536,4
15.285907,50.271187,33537,0
68.006454,-64.922295,33538,4
71.60655,-50.584774,33539,4
75.02886,-66.41752,33540,4
76.28957,-59.816113,33541,4
58.15506,-64.13715,33542,4
105.30433,-58.315006,33543,4
91.124084,-99.22691,33544,4
101.892815,-99.18325,33545,4
91.574844,-112.47152,33546,4
100.0872,-109.67935,33547,4
61.453217,-69.75401,33548,4
-6.412154,-98.840096,33549,1
29.324244,33.80547,33550,0
33.573376,49.64339,33551,0
64.496445,-52.273457,33552,4
26.396818,132.46883,33553,0
103.72318,-22.519606,33554,4
73.33598,-80.87016,33555,4
78.30909,-106.305824,33556,4
67.207466,-97.06333,33557,4
83.30269,-95.77122,33558,4
75.35713,-94.45298,33559,4
73.33553,-80.87447,33560,4
78.3094,-106.30577,33561,4
67.20767,-97.06178,33562,4
83.30209,-95.76909,33563,4
75.357056,-94.45318,33564,4
35.447037,50.847733,33565,0
30.857727,34.35224,33566,0
31.184132,34.166862,33567,0
23.843988,31.414112,33568,0
70.828094,-77.96243,33569,4
69.380646,-93.58164,33570,4
105.30433,-58.315006,33571,4
91.120804,-99.225174,33572,4
101.88969,-99.183304,33573,4
91.57479,-112.47194,33574,4
100.090576,-109.67975,33575,4
33.833065,45.896057,33576,0
19.629766,135.41965,33577,0
35.56608,51.08078,33578,0
68.70355,-47.987453,33579,4
19.629766,135.41965,33580,0
19.629766,135.41965,33581,0
13.287719,142.6009,33582,2
12.676917,50.20775,33583,0
65.57156,-64.46617,33584,4
70.65349,-48.111027,33585,4
76.835434,-68.23522,33586,4
77.76159,-57.795025,33587,4
-48.13806,-59.187126,33588,1
65.38795,66.07317,33589,0
125.27734,-29.065903,33590,4
16.658037,119.93366,33591,0
-92.6213,50.83348,33592,2
-12.791689,-114.705185,33593,1
29.980053,-130.6353,33594,1
19.552034,-123.432724,33595,1
